Location,MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainTomorrow
68,26,15,38,23,24,62,4,39,4,3
83,48,38,10,3,24,13,11,11,18,91
86,27,46,25,31,19,43,1,47,43,84
43,9,45,18,14,21,37,55,46,34,36
59,41,7,8,45,36,0,45,25,33,50
43,47,4,12,45,0,75,26,32,32,48
57,39,28,3,1,0,93,39,48,9,88
75,49,21,21,8,5,39,2,17,39,18
87,33,13,42,36,13,87,75,7,4,49
78,23,46,24,25,4,35,86,21,14,27
12,20,22,49,24,44,3,17,10,12,59
90,9,46,49,47,33,19,17,35,8,49
10,36,30,30,16,35,48,93,46,42,56
81,0,14,1,40,36,80,47,6,2,6
57,25,13,49,45,0,41,32,50,3,28
61,38,25,7,48,39,33,86,39,2,68
24,27,18,10,38,28,83,93,0,49,78
91,38,24,9,32,14,53,14,32,23,66
54,40,28,13,38,34,72,34,33,12,74
80,28,25,15,34,29,88,47,6,16,13
31,24,40,25,38,34,52,15,11,40,56
54,3,11,12,33,48,36,16,32,10,95
59,6,9,8,5,38,72,3,25,0,50
26,20,42,37,41,15,21,3,44,45,35
18,38,22,12,18,43,6,12,13,17,86
44,32,27,25,35,18,37,36,35,8,53
76,26,15,7,32,0,83,97,11,7,7
100,11,27,17,8,41,33,35,23,4,88
94,14,14,37,38,36,76,31,47,1,63
55,43,7,28,4,0,37,89,9,40,46
95,28,15,23,37,22,71,99,26,14,56
31,34,35,14,31,5,52,97,30,20,51
37,15,49,40,15,4,98,46,49,26,15
63,49,37,6,29,0,82,65,32,4,16
3,50,26,35,34,6,68,68,32,9,43
99,20,34,26,6,2,70,32,45,50,79
83,35,12,26,24,11,92,4,22,24,45
17,34,43,18,26,3,62,6,33,7,99
24,49,7,16,1,7,59,14,1,10,7
15,10,43,49,43,13,97,20,41,5,38
9,35,4,41,35,39,33,45,27,50,12
98,33,1,3,45,26,81,4,25,22,63
93,4,29,50,16,2,84,29,38,1,93
76,50,45,38,21,11,1,30,6,19,86
100,30,21,44,12,45,30,58,3,40,44
17,41,9,20,45,20,62,18,22,16,13
99,6,50,3,29,34,42,12,0,3,43
25,23,40,10,10,26,43,54,40,48,51
0,16,35,46,18,12,96,5,8,48,82
58,35,12,45,48,19,3,4,5,26,76
84,41,43,49,9,42,24,51,10,4,11
2,2,35,25,15,8,65,76,48,36,27
90,0,7,7,38,1,25,2,22,32,86
41,30,3,41,5,38,5,92,46,5,67
38,0,9,32,41,41,11,66,7,15,84
87,48,20,8,43,44,22,23,33,35,2
9,33,18,4,7,23,39,81,19,49,59
5,15,33,19,27,24,61,93,46,19,71
33,11,44,12,8,40,29,85,7,7,31
84,50,41,19,16,14,52,86,27,12,6
13,13,4,39,12,22,83,54,12,44,60
6,7,35,39,20,8,29,22,39,34,55
11,35,3,47,18,48,25,37,10,13,50
23,37,28,0,41,36,71,96,45,38,62
39,46,3,27,6,44,6,77,9,50,80
63,8,19,35,38,32,53,37,4,34,38
79,30,25,6,30,46,41,50,32,41,75
51,10,21,9,21,32,19,90,16,28,80
54,17,14,13,44,4,81,84,16,39,15
88,5,38,17,48,38,75,13,36,10,12
53,36,5,25,13,15,98,4,3,25,56
80,13,12,35,46,38,10,31,23,8,68
14,40,45,31,4,0,10,39,24,0,18
76,47,35,14,47,10,38,48,48,8,0
42,25,29,31,27,15,52,70,41,49,28
4,35,39,32,25,23,4,96,17,18,18
73,49,12,41,10,24,64,64,42,45,77
2,50,19,40,33,23,50,59,11,37,64
54,4,1,39,6,35,98,17,28,25,23
66,48,18,41,45,32,41,0,36,6,77
94,13,46,21,32,27,36,8,12,12,69
7,24,23,29,34,30,8,92,45,10,53
74,0,14,38,38,49,43,63,1,4,57
10,32,34,45,33,23,58,73,33,33,73
93,44,20,4,4,49,99,64,12,50,56
7,1,2,13,18,15,57,60,25,4,41
10,14,41,20,44,3,7,26,23,25,60
5,6,0,23,11,20,86,32,17,33,14
20,10,47,50,21,40,4,31,31,25,30
60,13,42,42,26,9,46,94,14,14,4
29,24,21,8,7,48,10,38,48,48,48
68,39,4,10,30,25,23,27,9,28,78
2,10,42,50,6,19,56,83,25,12,75
58,41,38,48,10,31,64,49,42,29,10
91,7,28,33,46,30,78,81,31,11,51
95,15,44,8,3,40,1,21,10,27,0
28,5,44,25,45,32,35,85,5,47,49
54,26,0,43,1,28,70,45,17,26,19
59,33,18,42,10,22,80,47,27,25,88
36,18,11,5,5,11,58,87,1,41,55
16,10,7,8,44,32,42,50,33,39,50
58,12,29,16,8,13,38,73,50,12,95
36,14,10,45,4,28,12,47,47,26,34
51,31,5,29,50,19,66,55,10,43,33
71,14,10,21,12,28,74,87,25,11,10
97,20,37,46,30,26,3,49,17,28,12
13,37,48,35,21,15,66,6,35,17,99
11,49,42,39,47,38,29,29,15,38,90
16,6,32,3,22,21,56,53,3,39,22
29,21,37,38,35,24,20,19,4,19,23
39,49,44,38,42,39,19,15,28,49,72
88,39,43,7,33,12,35,34,4,19,62
32,2,39,11,0,0,27,79,46,33,91
30,9,27,47,8,18,65,89,9,5,97
57,31,35,44,7,44,6,10,22,14,8
79,4,35,7,1,38,53,11,19,8,88
36,31,11,47,43,1,17,47,31,11,27
35,50,42,30,0,23,74,70,23,21,28
3,10,33,4,10,27,10,34,37,25,93
90,18,37,36,9,30,31,20,18,39,11
88,18,29,4,39,13,68,87,48,33,97
73,10,14,22,15,12,12,83,30,23,4
93,47,48,26,4,28,80,7,39,31,22
71,27,21,45,13,40,35,70,48,36,93
63,36,30,42,6,39,26,37,42,0,77
66,15,25,48,17,35,38,81,31,27,13
75,32,13,0,23,21,52,57,35,14,60
54,0,29,14,48,1,61,29,29,32,13
10,11,13,16,12,29,43,94,33,6,5
5,46,1,28,45,36,73,24,22,0,71
47,24,22,17,27,12,16,99,21,10,99
38,20,23,37,0,36,0,21,46,24,31
16,18,29,28,20,24,68,66,10,50,98
60,46,26,21,47,46,18,46,24,13,20
64,13,24,29,19,15,21,60,22,17,90
85,40,24,11,9,34,60,74,3,44,93
47,5,23,37,13,29,86,17,45,31,19
83,43,26,9,3,20,66,57,36,37,37
13,45,47,30,10,30,82,5,1,26,37
22,46,27,37,9,39,60,39,23,16,55
76,14,32,11,35,42,88,65,37,14,11
82,50,17,49,8,10,28,43,14,7,21
31,6,41,14,31,20,25,49,15,13,3
36,8,42,22,38,11,82,40,6,25,27
34,37,4,21,50,3,92,90,46,46,62
53,26,6,30,0,0,13,96,1,16,86
38,38,34,32,17,48,89,22,25,9,50
44,50,43,19,26,38,83,70,32,29,60
42,46,27,5,24,5,25,54,22,25,100
24,47,6,7,5,7,89,49,20,38,89
12,49,40,16,44,6,89,2,10,17,80
28,42,43,45,33,1,69,34,26,31,54
56,41,5,45,31,20,66,5,8,21,21
73,47,24,27,34,49,50,88,32,34,78
47,8,24,42,8,17,27,25,31,50,22
2,13,49,30,12,44,72,65,10,36,35
20,23,42,42,46,27,30,9,43,28,62
83,30,37,46,17,18,12,52,6,35,49
69,16,5,4,40,16,57,82,19,40,71
1,47,3,32,9,5,41,84,13,16,30
45,29,33,29,19,10,5,10,19,29,75
0,2,1,12,8,40,57,33,50,15,27
75,42,43,8,0,41,95,7,1,39,25
68,22,45,20,23,30,70,93,19,43,38
96,12,23,33,46,14,27,22,17,9,82
95,9,11,34,41,14,74,19,35,11,28
33,41,43,25,8,36,76,45,25,5,31
16,19,23,6,12,19,86,32,46,29,97
39,42,18,42,23,41,9,18,30,48,79
59,22,11,4,36,11,69,28,17,36,21
4,44,43,41,9,13,49,93,46,27,64
76,9,31,21,35,1,5,17,15,6,79
96,43,34,50,30,12,42,23,8,28,12
58,15,45,11,35,3,31,50,4,33,91
25,11,15,2,47,32,10,64,25,29,79
76,33,44,12,29,9,83,17,5,41,23
60,50,48,28,9,36,19,89,37,22,33
3,36,26,43,27,4,73,74,26,49,40
81,1,17,23,9,32,90,5,27,6,59
55,19,20,32,45,25,93,53,28,20,6
93,30,29,24,33,6,26,40,49,37,59
8,38,44,19,29,48,74,13,47,43,72
39,15,22,7,10,24,46,69,39,22,68
44,23,30,7,34,40,69,22,10,2,17
78,27,30,1,36,41,25,70,10,44,10
38,10,12,34,11,9,29,72,7,27,19
5,24,5,34,15,31,9,44,1,25,24
68,9,21,9,21,23,3,43,26,44,8
43,13,24,12,21,39,70,58,21,19,72
16,26,40,22,36,0,75,4,4,7,94
81,33,5,37,46,21,37,26,11,34,97
9,17,9,22,22,43,64,85,0,26,93
90,22,7,50,35,47,80,57,47,31,8
41,6,48,29,8,32,13,71,7,6,79
3,44,47,14,36,29,14,16,43,29,24
56,12,32,31,32,28,51,21,7,46,33
7,23,10,35,49,21,74,62,1,19,7
40,27,28,41,46,26,16,15,41,27,99
59,20,28,6,23,39,51,52,17,44,26
81,5,36,10,37,18,69,45,11,23,8
77,45,0,28,22,21,24,21,35,39,9
7,29,19,10,3,49,14,98,46,28,44
97,24,50,28,27,41,57,70,16,26,22
55,27,29,15,17,36,17,49,23,15,95
81,12,24,23,50,23,39,64,16,23,15
69,40,48,4,28,18,56,96,20,39,83
17,4,37,3,43,34,5,27,40,39,53
93,41,8,20,38,19,29,52,23,40,54
22,12,4,38,16,44,35,40,34,48,82
74,24,19,19,48,4,49,20,30,25,34
40,5,29,31,38,21,34,89,45,23,86
15,13,24,26,50,42,49,66,4,24,92
74,35,4,16,4,10,82,81,13,50,77
64,19,0,18,32,6,65,5,50,33,52
46,0,28,35,22,13,38,96,48,21,89
12,27,34,5,41,39,36,66,41,22,59
27,4,8,11,23,46,20,79,34,24,89
47,13,5,28,29,28,81,81,14,5,0
2,20,1,26,31,6,4,92,17,10,7
3,27,5,8,19,31,60,35,45,28,87
5,5,49,7,7,43,31,75,2,44,85
30,11,23,48,3,46,7,73,50,20,62
76,19,50,46,46,6,41,27,34,13,74
87,29,45,28,46,12,99,97,46,48,20
76,2,2,28,41,27,50,26,48,43,22
24,45,0,40,40,1,92,21,10,1,31
72,19,27,19,20,37,35,21,17,21,34
95,38,31,30,49,39,42,89,42,1,37
26,16,49,5,36,11,69,97,39,42,94
14,39,5,42,0,40,75,52,5,36,13
16,3,14,48,1,44,90,79,45,32,91
64,8,24,39,9,41,55,25,13,25,16
17,32,1,7,28,31,78,14,14,50,44
47,30,29,48,10,1,18,5,13,12,1
17,7,29,1,25,29,95,55,12,43,34
23,40,8,4,17,3,33,84,8,21,23
44,1,23,44,37,40,48,7,36,31,1
40,15,50,0,45,4,95,78,5,21,52
56,20,11,11,38,42,13,19,48,27,18
24,50,34,31,23,0,34,23,14,36,58
58,42,24,20,50,9,100,19,49,10,84
100,10,40,44,29,44,22,16,21,37,74
39,17,35,29,23,35,70,27,1,49,45
11,43,45,26,11,41,72,37,28,49,81
39,44,34,42,2,26,96,18,26,16,8
55,44,16,17,25,6,98,86,19,28,96
72,21,13,22,16,42,100,32,32,25,42
54,39,11,1,34,50,81,70,34,49,84
72,17,23,14,11,26,14,67,34,25,53
29,31,4,7,26,1,77,40,17,0,38
4,43,43,13,33,20,61,54,23,14,28
84,5,50,20,3,48,52,24,1,4,96
1,44,47,46,40,12,14,45,22,47,1
32,30,1,7,4,17,47,46,45,49,69
59,22,0,38,5,12,6,51,19,35,10
95,50,38,24,33,17,13,83,50,1,95
31,6,48,3,29,40,75,3,39,37,9
31,19,46,24,43,47,82,84,4,17,77
64,4,11,12,33,30,7,45,32,28,10
20,3,31,49,40,2,93,69,45,50,41
72,6,19,5,39,30,44,86,36,31,76
59,16,27,41,2,24,98,44,46,28,31
93,28,41,25,27,32,81,96,15,1,39
32,41,1,44,39,46,38,89,37,14,36
1,31,25,50,7,31,90,2,50,19,6
41,36,0,42,8,16,11,72,12,9,68
41,5,16,11,25,39,21,23,22,6,83
14,43,43,40,46,43,60,22,37,28,7
10,17,37,33,2,15,78,25,24,34,48
85,11,44,6,22,48,70,86,43,16,95
57,40,24,32,24,49,31,41,12,38,17
74,27,29,31,12,47,32,57,14,47,35
10,24,19,38,8,12,95,15,30,35,2
62,28,14,38,43,31,77,36,31,35,81
29,47,23,42,45,40,81,11,24,48,34
24,1,24,37,0,20,9,49,2,14,61
61,40,47,19,43,11,52,81,43,22,32
73,15,22,5,27,44,49,63,30,43,88
8,37,31,8,37,22,12,83,9,16,84
51,24,21,49,29,13,41,30,19,28,13
39,32,0,30,22,9,35,72,20,42,33
49,10,49,48,4,1,25,80,36,50,51
51,46,7,13,41,34,89,90,4,7,63
40,6,41,31,34,31,24,2,14,40,95
71,5,3,21,33,7,82,30,6,32,55
81,22,1,25,6,8,9,60,50,2,46
45,46,29,3,34,42,95,88,34,5,8
12,28,38,5,38,33,45,41,26,18,94
7,35,14,50,1,45,21,32,44,19,76
28,42,33,18,16,3,48,53,50,9,78
68,2,40,35,50,48,0,35,35,43,21
45,13,26,10,17,19,9,53,30,40,94
24,21,35,42,42,45,15,90,27,49,92
34,13,44,35,18,50,89,16,18,0,51
72,9,0,39,25,36,35,88,8,2,24
95,14,16,12,20,8,55,13,16,5,79
32,39,11,6,17,29,23,87,36,29,19
51,44,5,42,4,35,75,61,37,17,89
86,34,38,28,43,37,89,14,17,6,82
57,3,0,6,15,43,4,80,20,8,6
9,39,44,24,31,16,74,51,39,31,98
78,31,16,38,32,37,57,28,11,19,72
7,25,44,44,48,15,11,60,7,26,98
96,25,15,12,18,45,64,50,49,41,96
39,50,41,46,3,5,17,94,9,23,87
17,37,4,0,2,26,87,6,30,48,12
19,16,35,36,12,25,92,68,26,23,100
10,42,8,49,18,24,2,74,28,43,91
73,19,35,29,49,28,16,47,6,19,93
10,12,4,6,0,29,20,68,4,26,79
23,0,31,15,13,23,38,91,12,27,45
77,18,42,11,28,7,35,8,30,7,62
47,3,45,24,18,28,12,7,25,47,52
49,8,34,16,14,45,9,77,29,12,19
26,37,48,3,9,31,40,9,49,16,96
3,3,3,36,23,8,73,5,33,14,19
86,26,29,5,46,35,70,26,10,8,83
14,25,34,12,10,4,53,45,5,24,82
85,25,34,24,32,38,49,94,20,27,85
99,36,0,35,6,22,96,24,0,18,21
71,39,13,31,8,15,77,18,37,34,14
83,18,39,36,29,21,53,41,38,10,22
20,13,36,40,6,11,6,23,4,16,21
3,4,5,16,33,28,15,46,19,25,78
43,13,50,5,37,21,22,45,16,3,32
17,6,48,13,36,17,98,0,34,36,14
40,44,20,3,23,2,14,84,19,36,72
41,26,24,22,3,10,98,77,22,38,31
85,48,42,43,47,15,83,1,16,22,59
88,0,36,49,45,10,25,32,36,12,98
54,50,43,4,25,41,33,53,41,4,55
19,50,40,41,28,17,0,45,40,36,59
51,33,16,7,18,2,83,35,4,32,36
7,18,22,2,48,8,44,50,45,31,63
46,0,37,28,43,47,45,68,13,39,91
23,20,24,41,9,11,20,70,23,41,14
60,14,46,47,19,22,7,38,14,41,21
50,34,42,15,14,18,49,98,32,45,18
51,21,39,50,32,36,39,54,2,45,33
26,10,49,19,11,10,59,58,32,45,84
5,13,24,2,14,45,37,95,27,22,85
1,50,30,44,48,38,47,10,36,20,49
43,16,46,1,45,4,71,50,36,14,91
28,44,21,12,31,27,14,18,16,24,87
84,46,40,4,4,17,85,74,43,37,41
24,27,16,7,39,45,68,51,47,47,12
10,29,39,41,7,47,8,12,18,6,70
12,12,37,30,15,48,12,94,23,30,76
13,11,47,29,21,16,35,24,15,16,53
96,49,9,30,14,2,48,31,41,34,64
41,28,15,34,11,39,76,75,18,17,68
23,27,25,33,26,13,49,19,4,32,30
47,30,39,18,33,1,40,77,32,1,98
36,17,31,32,7,44,35,24,25,4,100
45,32,12,28,43,49,36,72,3,47,81
92,42,34,10,20,4,65,38,11,3,41
64,35,11,34,28,14,7,93,31,23,48
57,32,45,5,25,32,55,55,39,1,34
34,32,49,38,15,24,30,23,34,39,58
72,40,22,8,43,9,29,34,25,23,13
26,20,50,12,39,12,44,25,34,0,20
2,42,11,31,41,9,63,65,6,36,4
9,38,17,22,24,9,65,74,41,37,2
95,46,20,13,10,29,38,51,10,4,33
38,29,1,48,7,14,91,87,16,47,89
38,2,9,6,12,43,58,56,50,17,100
36,17,5,40,37,17,21,21,7,8,73
57,31,40,24,9,26,50,81,26,48,88
91,31,22,14,31,0,76,10,10,30,27
89,23,8,7,33,50,97,69,10,44,68
85,42,7,20,50,48,59,22,11,10,48
41,40,20,13,27,23,32,94,7,1,55
30,38,32,11,37,9,45,65,18,16,18
13,36,29,36,21,21,81,92,46,31,51
79,27,38,17,14,25,60,74,2,39,87
97,18,41,19,22,14,22,17,7,40,83
47,13,24,50,21,2,94,91,27,5,68
27,23,35,11,31,50,64,43,26,36,47
59,14,43,1,26,31,13,87,12,41,8
26,41,29,41,49,48,18,46,20,42,98
40,22,44,20,8,39,79,99,37,45,6
33,9,2,37,11,7,97,66,16,18,99
78,23,37,6,39,12,52,63,15,6,13
3,48,36,39,50,6,47,3,26,32,37
58,27,45,7,9,0,99,80,2,44,35
1,50,24,46,5,1,86,84,49,0,90
3,6,49,17,6,20,44,45,20,27,4
30,34,28,3,32,15,91,72,3,26,37
71,35,27,35,33,31,33,66,48,49,43
11,22,29,49,25,24,64,29,11,34,21
83,13,48,29,46,33,33,91,26,20,53
62,22,41,36,12,5,88,36,16,27,15
100,26,18,21,18,35,46,13,6,24,62
47,32,1,6,9,30,95,24,3,26,52
67,47,47,35,35,42,54,7,37,27,67
65,0,36,21,36,9,86,62,13,36,80
74,29,23,35,28,39,78,28,39,25,65
33,38,37,2,37,45,87,98,19,41,0
55,49,38,30,32,1,61,72,39,7,32
93,30,20,22,10,22,72,58,4,17,38
39,44,43,19,20,35,65,15,32,1,44
65,10,48,17,2,39,23,55,43,30,35
8,15,1,25,19,48,98,21,33,41,84
23,28,28,13,41,50,17,16,46,31,84
31,23,9,41,45,36,48,73,49,33,79
93,31,1,43,5,32,84,78,6,20,76
62,6,5,46,49,15,29,5,16,24,33
96,34,49,38,15,6,99,18,14,14,53
75,2,1,9,47,0,61,80,48,1,12
32,8,3,40,30,30,47,46,40,23,1
98,6,7,12,26,43,20,96,14,20,17
90,2,1,21,28,15,2,9,28,15,78
73,39,30,38,1,35,45,22,46,13,61
99,28,5,9,49,10,84,40,43,36,69
20,4,21,24,7,5,97,2,17,21,17
55,49,44,40,26,21,34,46,29,19,85
63,9,4,19,1,48,11,78,36,32,15
93,43,45,44,5,41,21,1,30,38,42
29,13,46,49,29,3,29,63,45,30,22
100,45,28,17,10,15,44,3,15,20,33
20,43,50,35,48,48,60,37,42,39,69
76,44,15,35,49,0,9,95,18,39,72
68,38,49,0,35,13,55,48,6,34,51
31,1,40,0,13,26,37,99,49,13,14
45,41,6,37,19,49,26,80,15,48,73
96,30,35,20,47,50,30,19,5,43,92
69,18,45,14,26,34,11,10,38,41,54
87,22,22,16,29,18,43,28,27,22,50
52,39,25,50,12,37,68,78,9,9,20
36,2,42,49,19,46,8,40,20,17,52
82,1,28,47,3,28,51,2,41,49,80
5,18,41,36,23,37,89,84,46,8,37
85,7,9,49,8,21,57,58,0,28,72
43,44,35,46,33,16,17,89,24,50,92
70,30,10,46,46,5,3,90,11,47,75
98,35,47,31,11,12,20,3,7,27,91
83,27,14,5,13,0,50,84,43,16,28
25,12,17,25,36,4,4,33,36,0,87
4,25,6,10,35,38,16,92,34,23,0
75,10,24,20,20,28,49,30,18,9,89
84,42,4,35,19,9,62,17,23,8,4
30,34,23,45,30,39,9,95,20,14,19
6,32,12,31,31,1,29,72,13,50,18
5,7,29,47,31,4,5,12,38,6,78
16,37,39,18,10,44,64,21,8,6,22
61,36,32,46,4,46,41,14,35,50,76
79,46,2,5,46,31,54,35,19,40,58
63,34,35,1,0,50,29,61,5,16,7
62,14,9,44,48,34,49,51,50,32,89
27,28,28,49,30,41,64,14,7,42,24
52,49,2,19,46,24,47,15,49,22,30
45,2,22,30,33,14,15,26,20,47,71
37,13,19,42,3,8,22,28,44,18,48
17,29,36,37,30,32,48,64,20,45,36
8,21,37,24,31,10,37,26,23,15,9
5,0,40,25,38,44,60,96,40,17,83
63,11,3,0,33,33,63,16,1,19,64
1,24,12,44,10,37,27,57,50,5,78
51,22,24,41,27,32,20,47,15,45,13
95,15,7,30,40,31,73,89,1,11,2
22,4,1,16,2,5,68,31,49,19,23
97,32,12,11,44,27,49,34,41,3,89
45,9,44,2,47,39,94,34,18,41,95
98,23,16,22,41,6,99,38,18,38,54
77,47,40,47,14,6,100,21,38,36,76
56,12,27,8,5,13,6,69,5,3,64
44,25,18,24,37,28,92,76,19,44,34
54,33,31,27,11,15,24,57,6,7,94
97,30,18,41,37,15,2,44,48,24,100
25,28,6,38,13,14,98,95,43,39,32
4,10,14,17,12,30,46,4,11,20,68
61,42,16,14,45,2,42,71,48,15,65
88,43,8,12,18,12,60,53,17,5,54
93,13,12,21,48,38,28,36,23,31,81
75,6,17,25,41,40,40,61,2,40,7
81,34,47,9,40,0,51,32,30,2,90
70,6,24,6,5,50,75,78,23,3,48
35,8,3,37,7,6,23,3,14,0,96
16,9,47,5,34,16,33,86,24,12,88
35,23,47,11,33,16,98,64,41,4,31
60,1,10,29,33,15,11,74,6,5,82
63,42,37,0,1,10,17,100,15,23,10
17,13,9,40,13,7,22,47,10,50,96
12,30,3,39,6,3,69,55,39,47,20
41,3,48,1,47,23,22,99,39,0,57
59,28,42,16,32,9,46,60,30,14,49
4,6,45,3,11,34,12,99,38,3,23
92,7,38,3,23,18,32,37,8,10,46
62,43,45,24,29,39,6,49,1,0,96
3,13,10,39,2,16,36,84,47,10,37
96,28,48,46,32,17,90,92,43,31,95
73,21,4,1,49,41,13,9,47,38,95
57,8,10,32,38,16,99,31,2,17,61
64,7,5,30,12,18,69,93,5,47,84
64,44,44,10,14,8,49,1,16,39,40
22,6,48,15,3,7,68,97,44,22,72
73,32,21,26,0,21,6,90,12,27,91
22,12,26,8,40,41,44,71,43,21,64
12,6,16,14,36,28,84,19,29,21,13
17,8,33,47,32,17,39,27,26,30,93
14,7,11,29,36,4,98,5,45,50,18
5,30,42,2,42,39,42,36,0,36,84
10,18,27,0,26,20,81,37,44,14,1
94,26,45,29,34,31,87,84,26,38,10
59,40,6,11,0,6,90,72,5,39,88
91,13,24,4,42,13,97,27,38,27,10
55,19,13,49,44,26,58,59,27,36,59
36,16,1,37,25,5,46,80,48,7,34
98,50,35,36,20,45,50,21,37,39,49
74,15,1,21,34,14,43,90,46,44,4
92,31,21,1,13,15,18,33,13,37,57
0,36,16,13,28,5,38,65,15,1,32
98,27,32,17,47,3,31,30,28,31,40
61,19,8,11,30,22,9,20,8,9,66
77,45,29,15,9,37,78,85,5,21,78
0,18,27,16,3,38,35,73,27,18,93
10,33,13,38,33,26,14,93,8,8,40
61,45,8,16,50,29,14,8,34,35,36
69,3,31,7,26,19,48,65,8,12,93
98,43,28,12,13,11,75,65,6,20,91
84,28,12,46,50,33,88,85,26,19,5
88,39,40,30,48,15,78,23,29,33,28
83,9,14,25,1,38,42,46,9,43,66
15,48,33,43,21,50,58,89,2,50,58
73,6,10,31,8,13,54,28,18,46,75
50,3,20,11,36,6,39,23,43,35,38
15,43,19,38,26,3,95,49,18,48,59
86,49,31,11,4,25,48,43,15,47,72
7,2,4,46,1,47,6,96,27,45,27
94,32,44,10,49,11,24,13,6,12,74
69,38,43,20,24,16,77,98,23,9,90
20,46,43,15,23,50,95,87,39,13,63
12,44,7,42,49,12,86,19,15,3,32
7,10,35,32,33,28,7,65,4,10,35
47,11,47,26,29,19,8,96,46,42,73
89,18,25,8,47,45,53,55,36,35,30
47,39,38,13,33,0,43,36,40,47,80
38,48,4,32,37,49,1,81,16,21,33
78,9,49,42,25,37,24,50,16,39,76
6,19,40,6,45,48,40,41,5,44,36
86,23,41,25,7,23,57,74,42,27,4
94,27,29,7,0,17,90,27,8,31,85
58,8,42,49,43,13,40,64,1,0,50
22,4,42,49,28,6,83,63,47,18,17
8,20,28,22,5,19,57,96,29,29,47
92,29,6,16,31,12,72,26,41,2,38
78,11,7,40,9,16,30,93,8,8,70
95,38,31,22,7,18,44,18,25,3,13
51,12,0,20,47,50,65,95,32,20,21
31,28,24,14,23,30,94,46,4,37,43
85,5,30,48,34,9,42,89,3,25,55
93,31,29,42,13,26,60,74,8,38,95
38,25,16,18,46,2,41,0,42,48,33
53,39,36,50,37,48,90,59,3,43,43
27,31,38,30,33,27,98,31,30,23,17
78,37,28,43,2,3,75,12,11,22,62
64,49,21,21,16,13,94,4,32,11,55
7,35,4,22,20,5,12,36,17,6,41
73,19,30,15,37,12,2,1,39,49,100
53,1,4,49,42,42,10,17,44,11,69
99,11,14,38,21,46,3,64,4,40,86
84,25,8,10,9,1,36,26,36,23,38
45,43,4,0,40,44,73,37,40,41,16
92,41,25,21,1,2,77,82,13,47,47
65,19,24,47,2,33,30,27,22,4,70
44,0,21,27,18,11,14,56,20,48,48
49,46,11,7,45,43,12,60,13,4,76
22,41,21,11,4,37,59,26,40,48,25
57,12,3,16,44,33,3,78,6,36,78
65,2,47,7,27,46,47,88,33,15,47
57,35,11,20,8,21,23,67,14,40,59
28,19,43,0,30,40,82,25,23,11,89
79,38,27,32,23,14,72,74,12,29,27
26,28,26,32,5,40,60,8,38,5,34
91,2,13,49,20,14,48,25,22,29,94
67,29,20,30,31,38,90,25,28,5,52
39,45,31,22,45,7,100,81,9,28,95
32,46,13,42,3,4,84,98,50,30,87
71,47,48,33,43,7,94,89,12,8,62
1,23,25,44,12,32,47,27,3,12,29
47,50,50,43,44,40,23,44,45,4,6
49,43,49,48,26,11,22,66,39,30,20
42,10,39,50,48,27,24,24,1,37,98
80,50,41,43,18,49,13,61,1,37,92
81,2,10,0,36,23,75,46,13,5,1
71,24,13,28,37,0,19,8,38,13,29
45,21,40,1,26,30,46,83,45,41,25
97,50,21,24,10,34,34,90,1,7,86
89,25,36,5,3,11,90,17,34,8,15
53,19,33,39,40,38,96,54,28,10,40
59,34,36,25,35,1,10,27,41,11,35
4,4,48,46,5,20,4,88,35,6,96
99,26,42,3,21,42,1,100,21,43,0
50,20,21,2,46,32,94,5,32,31,29
7,11,15,5,38,19,25,78,32,50,77
98,50,39,44,31,39,43,61,26,9,0
89,20,18,3,44,36,54,3,36,29,28
3,48,42,23,2,28,89,60,28,46,19
73,5,3,16,31,19,80,32,37,5,92
45,46,17,3,4,32,19,71,31,49,42
61,40,18,37,32,34,93,68,30,35,8
9,10,38,25,25,4,46,50,26,49,66
5,46,17,26,45,27,91,81,5,1,84
96,33,38,1,41,42,13,6,37,26,57
70,2,48,7,17,42,31,54,35,8,0
82,40,22,45,22,35,77,96,35,36,52
71,20,29,0,22,31,10,66,22,31,81
10,42,28,22,37,2,96,50,38,21,55
66,27,10,43,8,38,44,78,16,1,54
52,13,39,0,34,32,38,88,30,34,99
40,50,44,30,8,11,7,33,8,40,74
57,1,48,17,8,27,61,97,12,39,99
76,39,50,1,32,21,87,78,19,4,95
43,24,28,8,43,39,24,96,25,46,76
15,0,45,25,33,27,63,79,26,50,97
46,21,38,18,12,8,16,55,49,14,94
33,12,46,18,16,31,67,48,41,21,78
40,41,13,24,5,28,11,75,45,49,16
77,2,6,14,30,45,11,34,38,26,66
10,40,35,8,25,42,65,79,33,37,47
15,24,49,3,34,35,95,48,24,10,66
50,10,18,24,25,17,85,2,10,39,89
89,1,22,11,8,30,1,7,45,27,46
64,10,26,35,19,6,33,16,14,22,13
75,45,48,23,11,41,18,39,2,5,62
2,32,31,14,24,33,27,19,13,42,85
95,10,37,28,35,49,73,19,15,40,79
55,6,30,50,48,24,19,12,39,7,56
7,30,48,48,43,32,74,26,19,39,40
10,41,20,2,41,50,8,7,19,0,72
98,17,39,24,0,20,84,95,35,26,21
0,36,44,49,23,35,92,78,28,50,95
