user_id,location,isbn,rating,book_title,book_author,year_of_publication,publisher
82511,"firenze, toscana, italy",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
82831,"nashville, tennessee, usa",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
82877,"san diego, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
82893,"san antonio, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83156,"richmond, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83175,"east bentleigh, victoria, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83407,"oakley, michigan, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83469,"sterling, virginia, usa",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
83490,"crescent city, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83561,"edison, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83579,"adelaide, south australia, australia",971880107,8,Wild Animus,Rich Shapero,2004,Too Far
83684,"città di castello, umbria, italy",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83749,"west valley city, utah, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
83880,"jena, thueringen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
84004,"norwich, norfolk, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
84024,"abilene, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
84229,"köln, nordrhein-westfalen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
84476,"sturgis, michigan, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
84682,"medford, oregon, usa",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
84880,"st louis, missouri, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85043,"charlottesville, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85419,"crawfordsville, indiana, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85433,"tübingen, baden-wuerttemberg, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85488,"copenhagen, copenhagen, denmark",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85652,"westbury, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85667,"seven hills, new south wales, australia",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
85701,"savannah, georgia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85769,"ovar, aveiro, portugal",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85944,"dunedin, otago, new zealand",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
85993,"portland, oregon, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
86033,"sydney, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
86123,"peterborough, ontario, canada",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
86147,"austin, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
86243,"christchurch, canterbury, new zealand",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
86462,"markham, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
86548,"ploiesti, prahova, romania",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
86809,"manila, metro manila, philippines",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87002,"glen allen, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87024,"wagga wagga, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87051,"colorado springs, colorado, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87143,"whitehall, ohio, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87555,"lexington, kentucky, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87595,"barcelona, catalunya, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87649,"lakes entrance, victoria, australia",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
87707,"paris, ile de france, france",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87712,"yarmouth, nova scotia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87729,"figueira da foz, coimbra, portugal",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87746,"wallingford, connecticut, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
87794,"loudon, new hampshire, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88074,"green bay, wisconsin, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88142,"santiago city, n/a, philippines",971880107,9,Wild Animus,Rich Shapero,2004,Too Far
88203,"dunedin, otago, new zealand",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
88229,"thermopolis, wyoming, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88283,"hamburg, hamburg, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88412,"toronto, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88693,"shanghai, shanghai, china",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
88729,"st. clair shores, michigan, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88733,"houston, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
88998,"philadelphia, pennsylvania, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
89207,"gateshead, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
89361,"cologne, , germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
89507,"pt.pleasant, new jersey, usa",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
89558,"arenys de munt, barcelona, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
89771,"quezon city, ,",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
89867,"montreal, quebec, canada",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
90137,"norfolk, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
90235,"dumfries, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
90286,"brisbane, queensland, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
90318,"auckland, n/a, new zealand",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
90361,"mukilteo, washington, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
90609,"blacksburg, virginia, usa",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
90694,"erfurt, thüringen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
91026,"maynooth, kildare, ireland",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
91049,"arnold, missouri, usa",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
91074,"moruya, new south wales, australia",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
91254,"valladolid, , spain",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
91342,"doha, doha, qatar",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
91424,"omaha, nebraska, usa",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
91449,"farncombe, surrey, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
91553,"diamond bar, california, usa",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
91634,"pgh, pennsylvania, usa",971880107,10,Wild Animus,Rich Shapero,2004,Too Far
91692,"tacoma, washington, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
91931,"new westminster, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
92405,"dortmund, nordrhein-westfalen, germany",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
92652,"saint john, new brunswick, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
92693,"cressona, pennsylvania, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
92722,"tuttle, oklahoma, usa",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
92727,"marietta, georgia, usa",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
92853,"ely, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
92861,"vancouver, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93047,"nashua, new hampshire, usa",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
93085,"cedar rapids, iowa, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93257,"san francisco, california, usa",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
93274,"borgloon, limburg, belgium",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
93502,"inverness, scotland, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93562,"rhinelander, wisconsin, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93578,"ameliasburgh, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93717,"castle hill, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93732,"san diego, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93795,"oxnard, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
93990,"bewdley, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94023,"dartford, kent, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94099,"collings lakes, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94101,"zambrow, n/a, poland",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94128,"palmerston north, manawatu, new zealand",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94129,"riga, n/a, latvia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94209,"victoria, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94494,"tacoma, washington, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94782,"dortmund, nordrhein-westfalen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94853,"christchurch, canterbury, new zealand",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
94865,"bremen, bremen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94883,"palm bay, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94923,"brick, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
94985,"sant cugat del vallès, catalunya, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95025,"boise, idaho, usa",971880107,8,Wild Animus,Rich Shapero,2004,Too Far
95250,"prospect, kentucky, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95261,"adelaide, south australia, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95264,"albion park, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95301,"wangaratta, victoria, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95359,"charleston, west virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95443,"sanlucar de barrameda, cadiz, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95786,"winchester, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95903,"mason, ohio, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
95923,"bloomfield, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96054,"ottawa, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96440,"rochester, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96493,"christchurch, canterbury, new zealand",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96521,"victoria, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96659,"adelaide, south australia, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96679,"seville grove, western australia, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96797,"groningen, groningen, netherlands",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
96941,"gonnesa, sardegna, italy",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
97050,"kuala selangor, selangor, malaysia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
97807,"linköping, östergötland, sweden",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
97945,"omaha, nebraska, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98026,"yarmouth, nova scotia,",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98210,"athens, attiki, greece",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98297,"espoo, uusimaa, finland",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98458,"tianjin, tianjin city, china",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98544,"edinburgh, scotland, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98628,"kuwait, kuwait, kuwait",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
98655,"st. petersburg, florida, usa",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
98787,"melbourne, victoria, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98893,"mérida, badajoz, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
98975,"south west rocks, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99026,"huntington beach, california, usa",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
99032,"white plains, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99281,"seattle, washington, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99347,"muskegon, michigan, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99400,"edmonton, alberta, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99564,"steinbach, manitoba, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99623,"canberra, australian capital territory, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99630,"framingham, massachusetts, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99652,"phoenix, arizona, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99805,"sydney, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
99946,"chicago, illinois, usa",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
99955,"lockport, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100108,"vogelsbergkreis, hessen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100217,"preston, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100264,"brunswick, ohio, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100434,"grasberg, niedersachsen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100452,"vancouver, british columbia, canada",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
100682,"medan, sumatera utara, indonesia",971880107,8,Wild Animus,Rich Shapero,2004,Too Far
100881,"thetford, norfolk, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
100995,"berlin, berlin, germany",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
101171,"port moody, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101172,"montreal, quebec, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101315,"westfield, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101538,"perth, western australia, austria",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
101550,"villa ballester, buenos aires, argentina",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101666,"wien, wien, austria",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101851,"keizer, oregon, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
101861,"carbondale, colorado, usa",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
101900,"portland, oregon, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102019,"walla walla, washington, usa",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
102032,"anchorage, alaska, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102164,"stuttgart, baden-wuerttemberg, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102196,"gronau (leine), niedersachsen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102238,"lindfield, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102275,"saint clair, michigan, usa",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
102321,"southsea, hampshire, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102322,"selm, nrw, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
102344,"chanhassen, minnesota, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103343,"queanbeyan, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103394,"prestwick, scotland, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103554,"boutiliers point, nova scotia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103666,"newport news, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103740,"marathon, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103811,"st. paul, minnesota, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
103871,"columbia, missouri, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
104058,"newark, ohio, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
104113,"springfield, missouri, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
104211,"chattanooga, tennessee, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
104243,"coatesville, pennsylvania, usa",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
104268,"athens, georgia, usa",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
104466,"doncaster, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
104486,"knoxville, tennessee, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105295,"hamburg, hamburg, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105476,"zaragoza, aragón, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105517,"calgary, alberta, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105695,"overland park, kansas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105745,"barcelona, catalunya, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105795,"elche, alicante, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
105968,"anchorage, alaska, usa",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
105979,"oakland, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106082,"san diego, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106266,"fort myers, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106656,"enid, oklahoma, usa",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
106742,"wien, wien, austria",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106764,"brisbane, queensland, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106816,"independence, missouri, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106936,"hamilton, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
106943,"franklin, nebraska, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107042,"aachen, nordrhein-westfalen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107100,"oakville, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107258,"lowell, massachusetts, usa",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
107270,"braunschweig, niedersachsen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107301,"west kensington, london, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107376,"surry hills, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107384,"orlando, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107431,"tomball, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107645,"rubí, barcelona, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
107718,"los angeles, california, usa",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
107923,"glasgow, scotland, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108005,"greenfield, wisconsin, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108386,"giesen, niedersachsen, germany",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108687,"cerdanyola del valles, barcelona, spain",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108700,"orlando, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108752,"fort polk, louisiana, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
108805,"newport, wales, united kingdom",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
109049,"west concord, minnesota, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109103,"gardiner, montana, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109107,"orange, california, usa",971880107,8,Wild Animus,Rich Shapero,2004,Too Far
109235,"malang, jawa timur, indonesia",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
109344,"koeln, nordrhein-westfalen, germany",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
109426,"cosquín, córdoba, argentina",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109427,"singapore, singapore, singapore",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109451,"sydney, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109461,"oklahoma city, oklahoma, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109591,"rietschen, sachsen, germany",971880107,7,Wild Animus,Rich Shapero,2004,Too Far
109823,"melbourne, victoria, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109864,"lafayette, colorado, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109893,"olney, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
109901,"sydney, new south wales, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110029,"norwich, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110076,"toronto, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110175,"halifax, nova scotia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110309,"walnut creek, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110579,"abilene, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110609,"osaka, n/a, japan",971880107,3,Wild Animus,Rich Shapero,2004,Too Far
110746,"wrexham, wales, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110853,"rockaway beach, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110886,"coimbra, portugal,",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110935,"ithaca, new york, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
110973,"wiley ford, west virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
111035,"mountain view, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
111162,"kathmandu, n/a, nepal",971880107,9,Wild Animus,Rich Shapero,2004,Too Far
111232,"porto, porto, portugal",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
111269,"brooklyn, new york, usa",971880107,4,Wild Animus,Rich Shapero,2004,Too Far
111433,"lima, lima, peru",971880107,6,Wild Animus,Rich Shapero,2004,Too Far
111578,"fremont, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
111747,"plantation, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
111947,"albuquerque, new mexico, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
112060,"helsinki, uusimaa, finland",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
112083,"tucson, arizona, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
112432,"preston, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
112765,"west new york, new jersey, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113030,"vancouver, british columbia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113121,"salt lake city, utah, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113270,"evanston, illinois, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113292,"yuba city, ca, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113345,"santa cruz de aragua, aragua, venezuela",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113519,"pleasanton, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113817,"melbourne, victoria, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
113904,"baltimore, maryland, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114143,"patterson lakes, ,",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114178,"tokyo, tokyo, japan",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114216,"ste-anne-de-bellevue, quebec, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114288,"winchester, england, united kingdom",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
114414,"edinburg, texas, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114434,"carson city, nevada, usa",971880107,9,Wild Animus,Rich Shapero,2004,Too Far
114444,"alexandria, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114446,"cardiff, wales, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114893,"harrogate, england, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
114983,"chelmer, queensland, australia",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
114988,"temple, texas, usa",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
115003,"asheville, north carolina, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115087,"rugby, warwickshire, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115120,"sherman oaks, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115148,"london, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115571,"west sacramento, california, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115679,"las vegas, , usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115692,"blacksburg, virginia, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115714,"bedford, massachusetts, usa",971880107,1,Wild Animus,Rich Shapero,2004,Too Far
115904,"bolton, lancashire, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
115995,"grand rapids, michigan, usa",971880107,2,Wild Animus,Rich Shapero,2004,Too Far
116210,"oisterwijk, noord-brabant, netherlands",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
116325,"miami, florida, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
116341,"antwerp, flanders, belgium",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
116742,"dartmouth, nova scotia, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
116993,"seoul, \n/a\"", south korea""",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
117030,"brisbane, queensland, australia",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
117091,"bracknell, berkshire, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
117111,"toronto, ontario, canada",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
117581,"alton, illinois, usa",971880107,5,Wild Animus,Rich Shapero,2004,Too Far
117594,"moline, illinois, usa",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
117683,"manchester, manchester, united kingdom",971880107,0,Wild Animus,Rich Shapero,2004,Too Far
