MAL_ID,Name,Score,,,,,,
8375,Chogattai Majutsu Robot Ginguiser,6.06,,,,,,
8394,Cyborg 009 (TV),6.89,,,,,,
8403,Bonobono: Kumomo no Ki no Koto,4.4,,,,,,
8407,Sora no Otoshimono: Forte,7.55,,,,,,
8408,Durarara!! Specials,7.9,,,,,,
8409,Marie & Gali ver. 2.0,5.94,,,,,,
8410,Metal Fight Beyblade: Baku,6.78,,,,,,
8415,Oi! Ryouma,4.4,,,,,,
8416,Bonobono,4.4,,,,,,
8417,Bonobono (TV) Specials,4.4,,,,,,
8422,Vampire Knight: Gekiai no Portrait,6.81,,,,,,
8423,Ookiku Furikabutte: Natsu no Scorebook,7.21,,,,,,
8424,MM!,7.12,,,,,,
8425,Gosick,8.1,,,,,,
8426,Hourou Musuko,7.74,,,,,,
8431,Mahou no Star Magical Emi: Kumo Hikaru,6.14,,,,,,
8436,Animentary: Ketsudan,4.4,,,,,,
8438,Pokemon Ranger: Hikari no Kiseki,6.44,,,,,,
8440,Black Lagoon Omake,6.83,,,,,,
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,4.4,,,,,,
8443,Mahou no Star Magical Emi: Semishigure,6.05,,,,,,
8446,SAI: Part 1 / Revolving... to the Core,6.15,,,,,,
8449,Togainu no Chi,6.28,,,,,,
8450,Guskou Budori no Denki,6.26,,,,,,
8451,Donguri to Yamaneko,5.95,,,,,,
8456,Queen's Blade: Utsukushiki Toushi-tachi,6.58,,,,,,
8457,Yozakura Quartet: Hoshi no Umi,7.41,,,,,,
8460,Mirai Nikki OVA,7.27,,,,,,
8464,Pants no Ana: Mambo de Ganbo!,4.8,,,,,,
8465,Ichiban Ushiro no Daimaou Specials,6.74,,,,,,
8471,Naoko no Tropic Angel: Hyouryuu,5.24,,,,,,
8475,Asura,7.06,,,,,,
8476,Otome Youkai Zakuro,7.47,,,,,,
8478,Doubutsu Kankyou Kaigi,4.4,,,,,,
8479,Hetalia World Series,7.57,,,,,,
8481,"""Bungaku Shoujo"" Memoire",7.34,,,,,,
8486,Kihei Senki Legacies,4.64,,,,,,
8487,Onigamiden,6.52,,,,,,
8490,Digimon Adventure 3D: Digimon Grand Prix!,5.78,,,,,,
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,6.05,,,,,,
8492,Kikansha Yaemon,4.4,,,,,,
8493,Gegege no Kitarou: Kitarou no Yuurei Densha,5.99,,,,,,
8494,Kikansha Yaemon: D51 no Daibouken,4.4,,,,,,
8495,Mahoutsukai Haley no Speed Story,4.4,,,,,,
8496,Neko Neko Fantasia,5.84,,,,,,
8500,Haguregumo,6.05,,,,,,
8501,Chibikko Kaijuu Yadamon,4.4,,,,,,
8503,Fushigi Mahou Fun Fun Pharmacy,6.66,,,,,,
8507,Ikkitousen: Xtreme Xecutor Specials,6.58,,,,,,
8514,Break Blade 2: Ketsubetsu no Michi,7.75,,,,,,
8516,Baka to Test to Shoukanjuu Ni!,7.76,,,,,,
8518,Mai-Otome Special: Otome no Inori,6.36,,,,,,
8520,Biriken,4.4,,,,,,
8521,Biriken Nandemo Shoukai,4.4,,,,,,
8522,Midoriyama Koukou Koushien-hen (Movie),4.4,,,,,,
8523,Sukeban Shoukai Cutie Lemon,5.24,,,,,,
8524,The Kabocha Wine: Nita no Aijou Monogatari,4.4,,,,,,
8525,Kami nomi zo Shiru Sekai,7.73,,,,,,
8526,Honey Tokyo,5.75,,,,,,
8532,"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",7.58,,,,,,
8533,Hana no Kage,6,,,,,,
8536,Fortune Arterial: Akai Yakusoku,6.73,,,,,,
8538,Gokujou!! Mecha Mote Iinchou Second Collection,6.21,,,,,,
8539,Toilet no Hanako-san,4.4,,,,,,
8542,Shin Ace wo Nerae!,6.49,,,,,,
8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",6.45,,,,,,
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,6.12,,,,,,
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,6.07,,,,,,
8550,Dr. Slump Movie 10: Arale no Bikkuriman,6.07,,,,,,
8551,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,6.04,,,,,,
8553,Time Bokan Series: Time Patroltai Otasukeman,6.2,,,,,,
8554,Hashire Melos (1981),5.5,,,,,,
8557,Shinryaku! Ika Musume,7.46,,,,,,
8560,"Kyou, Koi wo Hajimemasu",6.49,,,,,,
8561,Saint Elmo: Hikari no Raihousha,4.4,,,,,,
8563,Chikyuu Monogatari Telepath 2500,4.4,,,,,,
8567,Rusuban,4.4,,,,,,
8574,Aoi Taiken,4.72,,,,,,
8577,Aki-Sora: Yume no Naka,6.09,,,,,,
8584,Future War 198X-nen,6.15,,,,,,
8595,Kotencotenco,4.4,,,,,,
8598,Yuki,6.13,,,,,,
8599,Mayoi Neko Overrun! Specials,6.72,,,,,,
8603,Tegami: Haikei Juugo no Kimi e,6.32,,,,,,
8604,Oshiri Kajiri Mushi,4.79,,,,,,
8609,Detective Conan OVA 10: Kid in Trap Island,7.78,,,,,,
8619,Ladies versus Butlers! Tokuten Disc Music Clip,5.83,,,,,,
8624,Digimon Xros Wars,6.73,,,,,,
8626,Good Morning,6.03,,,,,,
8628,Chains & Rings,5.54,,,,,,
8630,Hidan no Aria,6.88,,,,,,
8631,YanYan Machiko,4.4,,,,,,
8632,Chuuzumou,6.68,,,,,,
8634,Koisuru Boukun,7.11,,,,,,
8635,Shin Koihime†Musou: Live Revolution,6.59,,,,,,
8643,Asatte Dance,5.63,,,,,,
8644,Sylvanian Families,4.4,,,,,,
8645,Kitte no Nai Okurimono,5.14,,,,,,
8646,44-hiki no Neko,4.61,,,,,,
8647,Self-Portrait,4.81,,,,,,
8648,Break Blade Picture Drama,6.65,,,,,,
8651,Newmanoid Cam: Cam Castin,6.48,,,,,,
8652,Arbeit Shiyo!!,6.05,,,,,,
8653,Mahou Shoujo Isuka,6.32,,,,,,
8654,I☆Can,5.77,,,,,,
8655,Bijukubo,6.41,,,,,,
8659,I'm Here with You,5.59,,,,,,
8660,Minarai Chameleon,4.4,,,,,,
8661,Chimuchimucheri ChimChimCheree,4.77,,,,,,
8663,Yokoo's 3 Animation Films,4.66,,,,,,
8664,"Slime Boukenki: Umi da, Yeah!",5.7,,,,,,
8666,Mazinkaiser SKL,7.06,,,,,,
8667,Koi Hanabi,6,,,,,,
8668,Seikon no Qwaser Picture Drama,5.97,,,,,,
8669,Anokoro no Namida wa,5.63,,,,,,
8670,Pozzie,4.4,,,,,,
8671,Raja Maharaja,4.94,,,,,,
8675,Seitokai Yakuindomo,7.6,,,,,,
8676,Amagami SS,7.36,,,,,,
8677,Sangokushi (1985),6.33,,,,,,
8678,Sangokushi II: Amakakeru Otoko-tachi,6.26,,,,,,
8679,Saboten ga Nikui,5.31,,,,,,
8680,Fuyu no Yoru no Ohanashi,5.38,,,,,,
8681,Kitakaze Kozou no Kantarou,5.28,,,,,,
8682,Television,5.5,,,,,,
8685,Ryuuichi Manga Gekijou Onbu Obake,4.4,,,,,,
8687,Doraemon (2005),7.52,,,,,,
8689,Born by Myself,3.28,,,,,,
8696,Shiroi Michi,4.49,,,,,,
8697,Mizutori,5.71,,,,,,
8701,Apartment!,4.49,,,,,,
8704,Uchuu Hikoushi no Uta,5.69,,,,,,
8705,Phantom: Requiem for the Phantom Picture Drama,6.59,,,,,,
8706,SOS TV Walpurgis Night Fever,5.52,,,,,,
8707,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,5.59,,,,,,
8709,Pokemon: Pikachu Koori no Daibouken,6.36,,,,,,
8710,SOS TV Walpurgis Night Fever Episode 0,5.38,,,,,,
8713,Akai Ito,6.52,,,,,,
8716,Arigatou Thank You,5.03,,,,,,
8717,Kumo ga Haretara,5.29,,,,,,
8718,Itsumademo Tabibito,5.37,,,,,,
8719,Donna Donna,5.33,,,,,,
8722,Ten no Kawa,5.68,,,,,,
8723,Anime Rakugo Kan,4.4,,,,,,
8724,Nobiro Nobiro Daisuki na Ki,5.83,,,,,,
8726,Soredemo Machi wa Mawatteiru,7.44,,,,,,
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,6.89,,,,,,
8729,Omoide no Album,5.1,,,,,,
8730,Metropolitan Museum,5.11,,,,,,
8731,Akai Boushi,4.47,,,,,,
8732,Yuuki Hitotsu wo Tomo ni Shite,5.2,,,,,,
8733,Tousan no Tsukutta Uta,5.07,,,,,,
8740,One Piece Film: Strong World Episode 0,8,,,,,,
8743,Memory (ONA),6.22,,,,,,
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,5.88,,,,,,
8749,Forestry,4.4,,,,,,
8751,Kaijuu no Ballad,4.97,,,,,,
8752,Message Song,5.56,,,,,,
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,6.35,,,,,,
8754,Tales of the Abyss Special Fan Disc,6.58,,,,,,
8756,Bishoujo Senshi Sailor Moon Memorial,7.34,,,,,,
8763,Hajime Ningen Gyatoruz,5.99,,,,,,
8764,Hajime Ningen Gon,5.97,,,,,,
8765,Futarigurashi,6.01,,,,,,
8767,Shin Tenchi Muyou! Specials,6.86,,,,,,
8768,Hiyokoi,7.33,,,,,,
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.1,,,,,,
8772,Happy Weekend,5.24,,,,,,
8773,Nekko-kun,5.33,,,,,,
8774,3-tsu no Hanashi,5.03,,,,,,
8777,Nobara no Julie,4.4,,,,,,
8778,Avignon no Hashi de,5.03,,,,,,
8782,Hiyoko Gumo,4.47,,,,,,
8783,Nezha Nao Hai,6.42,,,,,,
8786,Inakappe Taishou,6.23,,,,,,
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,6.2,,,,,,
8795,Panty & Stocking with Garterbelt,7.73,,,,,,
8799,Okawari-Boy Starzan-S,4.4,,,,,,
8800,Senkou no Night Raid Specials,6.87,,,,,,
8812,Alice SOS,6.02,,,,,,
8815,Domo TV,6.29,,,,,,
8829,Shounen Ashibe (TV),4.4,,,,,,
8832,Shounen Ashibe 2,4.4,,,,,,
8837,Taimanin Asagi Special,6.37,,,,,,
8839,Gundam Neo Experience 0087: Green Divers,6.46,,,,,,
8840,Senkou no Night Raid: Yogen,6.33,,,,,,
8841,Kore wa Zombie Desu ka?,7.43,,,,,,
8842,Oishinbo: Nichibei Kome Sensou,6.21,,,,,,
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.2,,,,,,
8853,Chouriki Robo Galatt,4.4,,,,,,
8855,Eiyuu Gaiden Mozaicka,5.97,,,,,,
8857,Nichijou: Nichijou no 0-wa,7.4,,,,,,
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.26,,,,,,
8862,Ganbare Goemon: Jigen Jou no Akumu,4.4,,,,,,
8876,Koe de Oshigoto! The Animation,6.94,,,,,,
8879,Dolphin Ouji,4.4,,,,,,
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,4.4,,,,,,
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.41,,,,,,
8889,Majo demo Steady,4.99,,,,,,
8890,Nippon-ichi no Otoko no Tamashii,4.4,,,,,,
8891,Nippon-ichi no Otoko no Tamashii 2,4.4,,,,,,
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.15,,,,,,
8896,Natsufuku no Shoujo-tachi,6.12,,,,,,
8897,Ganbare! Marine Kid,4.4,,,,,,
8898,Circuit Angel: Ketsui no Starting Grid,4.47,,,,,,
8899,Kaitei Shounen Marine,6.17,,,,,,
8900,Saru Getchu: On Air 2nd,4.4,,,,,,
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.76,,,,,,
8909,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.08,,,,,,
8915,Dantalian no Shoka,7.26,,,,,,
8917,Mouretsu Pirates,7.17,,,,,,
8918,Princess Lover! OVA,6.72,,,,,,
8919,Licca-chan no Nichiyoubi,5.95,,,,,,
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,5.76,,,,,,
8921,Believe,5.72,,,,,,
8925,Kobe to Watashi,4.57,,,,,,
8928,Visions of Frank: Short Films by Japan's Most Audacious Animators,5.8,,,,,,
8934,Star Driver: Kagayaki no Takuto,7.23,,,,,,
8935,Nekketsu Uchuujin,5.29,,,,,,
8936,Melody,5.83,,,,,,
8937,Toaru Majutsu no Index II,7.61,,,,,,
8939,Bohemian Rhapsody,5.79,,,,,,
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.4,,,,,,
8950,Akage no Anne: Green Gables e no Michi,6.72,,,,,,
8952,Nougyou Musume!,5.16,,,,,,
8953,Nine,6.1,,,,,,
8955,Senjutsu Choukoukaku Orion,4.4,,,,,,
8956,Denkou Chou Tokkyuu Hikarian,6.32,,,,,,
8957,Susume! Gachimuchi Sankyoudai,4.4,,,,,,
8958,Potecco Babies,5.25,,,,,,
8959,Nanchatte!,4.4,,,,,,
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.02,,,,,,
8961,Tono to Issho: Ippunkan Gekijou,6.23,,,,,,
8963,Stitch!: Piko Kara no Chousenjou,5.75,,,,,,
8964,Stitch!: Zutto Saikou no Tomodachi,6.1,,,,,,
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.33,,,,,,
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.33,,,,,,
8967,Hidari no O'Clock!!,4.4,,,,,,
8968,Shogi Hour,5.05,,,,,,
8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.87,,,,,,
8985,Yojouhan Shinwa Taikei Specials,6.31,,,,,,
8986,Supernatural The Animation,7.03,,,,,,
8987,Princess Knight☆Catue,6.68,,,,,,
8993,Juliet,5.02,,,,,,
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,7.47,,,,,,
8999,Origami Warriors,4.4,,,,,,
9000,Toaru Hikuushi e no Tsuioku,7.66,,,,,,
9001,Je T'aime,6.57,,,,,,
9002,True Tears: Raigomaru to Jibeta no Monogatari,6.18,,,,,,
9005,To Heart 2 Adnext,6.77,,,,,,
9006,Rei Zero,6.18,,,,,,
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,4.4,,,,,,
9008,Netorare Fighter Yaricchingu!,6.3,,,,,,
9009,Otome Juurin Yuugi: Maiden Infringement Play,6.31,,,,,,
9013,Kuruneko 2nd Season,7,,,,,,
9014,Kuttsukiboshi,6.12,,,,,,
9015,Obake no... Holly,4.4,,,,,,
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.39,,,,,,
9028,Edokko Boy: Gatten Tasuke,4.4,,,,,,
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.32,,,,,,
9035,Lupin the Third x Monkey Majik,6.37,,,,,,
9040,Mokei Senshi Gunpla Builders Beginning G,6.66,,,,,,
9041,IS: Infinite Stratos,6.75,,,,,,
9043,Majuu Sensen,6,,,,,,
9045,Jack to Mame no Ki (OVA),5.97,,,,,,
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,7.48,,,,,,
9053,Ice Movie,5.58,,,,,,
9055,Tamayura,7.15,,,,,,
9056,Agitated Screams of Maggots,4.21,,,,,,
9061,RPG Densetsu Hepoi,4.4,,,,,,
9062,Angel Beats! Specials,7.62,,,,,,
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.81,,,,,,
9065,Hakuouki Hekketsuroku,7.62,,,,,,
9070,Oden-kun,4.4,,,,,,
9074,Arakawa Under the Bridge x Bridge,7.75,,,,,,
9077,Rokudenashi Blues,5.84,,,,,,
9078,Rokudenashi Blues 1993,6.25,,,,,,
9087,"Mobile Suit SD Gundam Musha, Knight, Commando",5.72,,,,,,
9088,Saiyuuki Gaiden,7.84,,,,,,
9091,Ikusa Otome Suvia Special,5.8,,,,,,
9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,6.44,,,,,,
9098,Mobile Suit SD Gundam Festival,5.94,,,,,,
9100,Umi Monogatari: Marin no Kore Naani?,6.24,,,,,,
9106,Nogsaegjeoncha Hamos,6.23,,,,,,
9107,Pokemon Best Wishes!,6.4,,,,,,
9117,Amagami SS OVA,7.26,,,,,,
9119,Chirorin Mura Monogatari,6.64,,,,,,
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,7.3,,,,,,
9121,Heroman Specials,6.36,,,,,,
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.41,,,,,,
9127,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.8,,,,,,
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.11,,,,,,
9135,Fullmetal Alchemist: The Sacred Star of Milos,7.32,,,,,,
9136,Kuroshitsuji II Specials,7.48,,,,,,
9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.9,,,,,,
9159,Kaibutsu Oujo (OVA),7.08,,,,,,
9163,Attack No.1 (1970),6.2,,,,,,
9164,Attack No.1: Namida no Fushichou,6.03,,,,,,
9165,Attack No.1: Namida no Kaiten Receive,6.15,,,,,,
9166,Attack No.1: Namida no Sekai Senshuken,6.13,,,,,,
9167,Shukufuku no Campanella Specials,5.88,,,,,,
9170,Kimi ga Nozomu Eien: Gundam Parody,4.48,,,,,,
9172,Kaitei Sanman Mile,5.98,,,,,,
9175,Tsuruhime Ja!,4.4,,,,,,
9177,Burning Blood,6.18,,,,,,
9181,Motto To LOVE-Ru,7.34,,,,,,
9200,Dae Jang Geum: Jang Geum's Dream 2,7.1,,,,,,
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.62,,,,,,
9202,Seikon no Qwaser: Jotei no Shouzou,6.42,,,,,,
9203,K-On!!: Ura-On!!,6.51,,,,,,
9204,Omae Umasou da na,8.02,,,,,,
9205,Kaichuu!,5.85,,,,,,
9211,Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,5.59,,,,,,
9212,Ruri-iro Princess,4.4,,,,,,
9213,Kowarekake no Orgel,7.34,,,,,,
9220,Seikimatsu Occult Gakuin Specials,6.55,,,,,,
9221,Kanzen Shouri Daiteiou,5.2,,,,,,
9228,Wan Wan Chuushingura,5.69,,,,,,
9232,Yebisu Celebrities 1st,5.97,,,,,,
9239,Scoopers,5.34,,,,,,
9241,Super Robot Taisen OG: The Inspector,7.25,,,,,,
9242,Nine: Original-ban,6.1,,,,,,
9243,Nine 2: Koibito Sengen,6.14,,,,,,
9244,Nine: Kanketsu-hen,6.08,,,,,,
9252,Break Blade 3: Kyoujin no Ato,7.81,,,,,,
9253,Steins;Gate,9.11,,,,,,
9254,Mianhada Saranghanda,6.01,,,,,,
9257,Denki Musou Hana,5.18,,,,,,
9260,Kizumonogatari I: Tekketsu-hen,8.4,,,,,,
9264,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.77,,,,,,
9270,Imbalance Girl,5.22,,,,,,
9279,Bara no Hana to Joe,5.77,,,,,,
9282,Duel Masters Movie 3: Honoo no Kizuna XX,5.98,,,,,,
9284,Bakuhatsu Gorou,4.4,,,,,,
9287,Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,6.11,,,,,,
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.59,,,,,,
9289,Hanasaku Iroha,7.95,,,,,,
9290,Moyashimon CGI Anime,6.2,,,,,,
9291,Hello Kitty no Cinderella,6.22,,,,,,
9292,Kiki to Lala no Aoi Tori,4.4,,,,,,
9303,Noel no Fushigi na Bouken,4.4,,,,,,
9304,Happy Day,4.4,,,,,,
9308,Oni Chichi 2,6.71,,,,,,
9309,Kansen 3: Shuto Houkai,6.43,,,,,,
9310,Ryoujoku Famiresu Choukyou Menu,6.49,,,,,,
9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,7.04,,,,,,
9312,Mofukuzuma,6.23,,,,,,
9314,Fractale,6.96,,,,,,
9316,Toushindai My Lover: Minami tai Mecha-Minami,5.31,,,,,,
9317,Doll Saaya,4.82,,,,,,
9318,Samero,4.59,,,,,,
9322,HHH Triple Ecchi,7.29,,,,,,
9324,Elf 17,5.57,,,,,,
9325,Shinseiki Cream Lemon,5.58,,,,,,
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,5.88,,,,,,
9327,Seme♥Chichi,6,,,,,,
9328,Shoujo Senki Soul Eater,6.41,,,,,,
9330,Dragon Crisis!,6.7,,,,,,
9331,Yumekui Merry,6.95,,,,,,
9332,.hack//Quantum,7.18,,,,,,
9333,Koi☆Sento,6.4,,,,,,
9334,Mecha☆Afro-kun,4.4,,,,,,
9335,Megane na Kanojo,6.68,,,,,,
9337,Mayo Elle Otoko no Ko,5.18,,,,,,
9338,Ore no Sora Keiji-hen,4.4,,,,,,
9339,Kuma no Gakkou: Jackie to Katie,4.4,,,,,,
9340,Cheburashka,7.04,,,,,,
9341,Try Z,5.13,,,,,,
9342,Twinkle Nora Rock Me!,3.1,,,,,,
9343,Bousou Sengokushi,4.4,,,,,,
9344,Torajima no Miime,6.08,,,,,,
9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,4.4,,,,,,
9346,Battle Spirits: Brave,7.08,,,,,,
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.91,,,,,,
9348,Chibi Maruko-chan: Watashi no Suki na Uta,7.14,,,,,,
9349,Shizukanaru Don: Yakuza Side Story,4.4,,,,,,
9351,Geunyeoneun Yeppeotda,4.4,,,,,,
9352,Tenshi no Habataki Jun,5.05,,,,,,
9353,D.C. I&II P.S.P. Re-Animated,6.69,,,,,,
9355,Sekirei: Pure Engagement Episode 0,7.23,,,,,,
9356,Cool Cool Bye,5.04,,,,,,
9361,Molly Star-Racer,5.66,,,,,,
9362,Hyakka Ryouran: Samurai Girls Specials,6.64,,,,,,
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,5.77,,,,,,
9366,Kaichou wa Maid-sama!: Omake dayo!,7.49,,,,,,
9367,Freezing,6.91,,,,,,
9371,Karl to Fushigi na Tou,4.4,,,,,,
9375,Netorare: Tanabe Yuuka no Dokuhaku,5.58,,,,,,
9376,Yamato Takeru: After War,6.41,,,,,,
9379,Denpa Onna to Seishun Otoko,7.18,,,,,,
9383,Chie-chan Funsenki: Jarinko Chie,4.4,,,,,,
9385,Rokushin Gattai GodMars (1982),5.96,,,,,,
9387,Ginga Hyouryuu Vifam Recaps,4.4,,,,,,
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,6.25,,,,,,
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.35,,,,,,
9391,Ginga Hyouryuu Vifam 13,4.4,,,,,,
9392,Shounen Jack to Mahoutsukai,4.42,,,,,,
9393,T.P. Sakura: Time Paladin Sakura,5.94,,,,,,
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.36,,,,,,
9396,Mitsudomoe: Oppai Ippai Mama Genki,7.57,,,,,,
9403,Shin Mashin Eiyuuden Wataru Majinzan,6.19,,,,,,
9404,Shiawase no Katachi,4.4,,,,,,
9409,D-1 Devastator,5.65,,,,,,
9416,Renshenguo,4.4,,,,,,
9417,The Monkey King Conquers the Demon,4.4,,,,,,
9421,SMAnime,6.47,,,,,,
9423,Koko ni Iru,5.98,,,,,,
9424,Seupideuwang Beongae,6.11,,,,,,
9426,Pururun! Shizuku-chan,4.4,,,,,,
9433,A-jang.com,5.74,,,,,,
9434,Fighting of Ecstasy,5.78,,,,,,
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.94,,,,,,
9438,Rainbow Sentai Robin,4.4,,,,,,
9441,Yume-iro Pâtissière SP Professional,7.6,,,,,,
9442,Bust to Bust: Chichi wa Chichi ni,6.72,,,,,,
9445,Gunparade Orchestra OVA,5.84,,,,,,
9446,Sore Ike! Anpanman: Niji no Pyramid,4.4,,,,,,
9447,Byulbyul Iyagi 2,4.4,,,,,,
9451,Sore Ike! Anpanman: Ningyohime no Namida,4.4,,,,,,
9455,Ninpen Manmaru,4.4,,,,,,
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,4.4,,,,,,
9465,Break Blade 4: Sanka no Chi,7.87,,,,,,
9467,Kanojo ga Mimai ni Konai Wake,6.33,,,,,,
9471,Baka to Test to Shoukanjuu: Matsuri,7.62,,,,,,
9479,Coppelion,6.48,,,,,,
9486,Ikusa Otome Valkyrie Specials,5.68,,,,,,
9487,Hitou Meguri Kakure Yu,6.07,,,,,,
9488,Cencoroll Connect,7.25,,,,,,
9491,Katsugeki Shoujo Tanteidan,4.67,,,,,,
9493,Dororon Enma-kun Meeramera,6.53,,,,,,
9494,Soukyuu no Fafner: Arcadian Memory,6.55,,,,,,
9495,Inochi no Chikyuu: Dioxin no Natsu,6.47,,,,,,
9496,Itoshi no Betty Mamonogatari,4.4,,,,,,
9498,Naniwa Yuukyouden,4.4,,,,,,
9499,Dokushin Apartment Dokudami-sou,5.52,,,,,,
9500,Starlight Scramble Renai Kouhosei,4.4,,,,,,
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),4.4,,,,,,
9502,Egao no Hana,5.75,,,,,,
9503,Hokenshitsu de Aimashou,5.07,,,,,,
9504,Sakura no Mori,5.25,,,,,,
9506,Prism Magical: Prism Generations!,5.1,,,,,,
9507,Binetsu: Yakusoku no Toki,5.15,,,,,,
9509,Yami no Purple Eye,4.8,,,,,,
9510,Mitsudomoe Zouryouchuu!,7.71,,,,,,
9513,Beelzebub,7.91,,,,,,
9515,Highschool of the Dead: Drifters of the Dead,6.64,,,,,,
9518,Ichigo Ichie: Kimi no Kotoba,4.4,,,,,,
9519,Medaka no Gakkou,4.4,,,,,,
9520,Zero Tester,4.4,,,,,,
9521,Tie Shan Gongzhu,5.53,,,,,,
9522,Zero Tester: Chikyuu wo Mamore!,4.4,,,,,,
9523,Minori Scramble!,6.24,,,,,,
9525,Junod,6.24,,,,,,
9526,Wolf Guy,4.42,,,,,,
9528,Transformers Superlink Special,5.88,,,,,,
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.26,,,,,,
9533,Pururun! Shizuku-chan Aha,4.4,,,,,,
9535,Gongitsune,6.28,,,,,,
9536,Robin-kun to 100 nin no Otomodachi,4.4,,,,,,
9539,Cardfight!! Vanguard,7.04,,,,,,
9540,Bucket de Gohan,4.4,,,,,,
9542,Puttsun Make Love,4.4,,,,,,
9544,Biohazard: Damnation,7.21,,,,,,
9545,Elf Hime Nina,6.44,,,,,,
9546,Shirahata no Shoujo Ryuuko,4.4,,,,,,
9547,Alps no Shoujo Heidi (1979),6.88,,,,,,
9548,Alps no Shoujo Heidi: Alm no Yama-hen,6.46,,,,,,
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,6.53,,,,,,
9558,Changjiang Qi Hao Ai Diqiu,6.3,,,,,,
9561,Shokupan Mimi,5.64,,,,,,
9562,Tachumaru Gekijou,4.4,,,,,,
9563,Hidamari Sketch x ☆☆☆ Specials,7.83,,,,,,
9566,Umi kara no Shisha,6.2,,,,,,
9568,Peace Maker Kurogane Special,6.65,,,,,,
